ID,WinRate_Sorted_Champions,PickRate_Sorted_Champions
WM30KP-CnIxrihfeyiiQFXIRzARV4SgRNokAUO60p60u61c,"['Thresh', 'Lucian', 'Ezreal']","['Kalista', 'Ezreal', 'Lucian']"
WMJtJonFkjIL-HervrJBPkRj2gAcyTSDJdVyEunHuasQ51gO,"['Ezreal', 'Caitlyn', 'Ashe']","['Ezreal', 'Jhin', 'Varus']"
WNu3HekBxCUiSfd_Ch15sFTJvn8ogWqIWlPMUlt8CY8ON1I,"['Hecarim', 'Kled', 'Volibear', 'Tryndamere']",['Volibear']
WOOhDm5wrnKKnPWGjrX2RjQ6vYiggvgTX7RVDgahg9FdBW-WmD_A44vDyA,"['Aurora', 'Hwei', 'Smolder', 'Syndra', 'Orianna']","['Syndra', 'Aurora', 'Smolder', 'Orianna']"
WOUjVdgLabFUIh1gPIQ7pXvNiI8gTA6KAH8VjmdEYdW521k,['Akshan'],['Akshan']
WOZgaaIjSiX9Ss-ScooprfAy6GBuomAxoAKAX7px5MVxZQ,"['Jayce', 'Aatrox', 'Gangplank']","['Gangplank', 'Jayce', 'Aatrox']"
WOgMg1xeQfaXYQzUk7yXf3kpNKLIGVMA2KbRZ8X4ywiYeacF9CIVmIIh-g,"['Viego', 'Nidalee']","['Viego', 'Nidalee']"
WOy-vfb0_u4KioVYLw1k9vRTn9Y3Go1jL13tNL4aQpyQIpM,"['Lucian', 'Jayce', 'Sylas']",['Sylas']
WQH40o0xEGHTa025TPYEiv9E_JIThC_kaXM9SX_ixcVf_U4hTN4PYmlHlA,"['Lucian', 'Ezreal', 'Aphelios', 'Zeri', 'Varus']","['Lucian', 'Aphelios', 'Ezreal']"
WTO-M5Y9VkprxHQA4obdNN6jM3harpaxacOgXSSHglb1mUY,['Shaco'],['Shaco']
WVUpXlFOPjwTEkVzSlFtTgkQjA4B0xafRQkO3vhOCe2r1YzFF-cIVIMpNA,"['Aatrox', 'Renekton']","['Renekton', 'Aatrox']"
WVX_JAIOh3e_Wkou4_L7BVt39ox1WstoJgxEmATSEwqWr8c,"['Senna', 'Jax', 'Rakan', 'Braum']","['Rakan', 'Braum', 'Zilean']"
WWxcxsocaKvuEEG6YUwmBov1lAr1w-g4Y30S8ukCY_6SX8g,"['Ahri', 'Ashe', 'Aphelios', 'Jhin', 'Jinx']","['Ashe', 'Jhin']"
WX3fk_XvulI8Krg6nu9jlUKvGj39PpshYY121qhNzXRbI3vwi4bd075Qog,['Graves'],['Graves']
WX_se3H9Rkf6FOCNvCX4sL8f7dLupm5Ty6c6tkaiL4beLg,"['Hwei', 'Aurora', 'Syndra', 'Sylas', 'Smolder']","['Hwei', 'Aurora', 'Sylas', 'Yone']"
WXdrzMG3sGafj1J2QJgmkKVMWv1Gugy_STNpLVOU6Xdwdi3vPlsMhP_GCA,"['Leona', 'Syndra', 'Corki']","['Syndra', 'Corki', 'Hwei']"
WY3luOQtvLvlUpBsDdsUKhVA06dfec4wKnq4hToMZEpzZJM,"['Nautilus', 'Pyke']","['Nautilus', 'Pyke']"
WYKZzgmWcHWQvHclUAeDR7haPt292Rost5YpDmECK0k-fac,"['Seraphine', 'Yuumi', 'Lulu', 'Nautilus', 'Rell']","['Karma', 'Lulu', 'Milio', 'Seraphine', 'Yuumi']"
WZSX1ZH7hQ2OXdb7mqyOPKSyNriB1OX8jwpDqpfP2oFQz0Q,['Lulu'],"['Lulu', 'Seraphine', 'Karma']"
WZbGWmTDjUEYbOnXnWeiwjsxAtR1LlTL4Kq2aW_PqR4MFgAj,['Shen'],['Shen']
WZhUVQwct7Vm2XSJXeUmldYHWXPPpQ3U6GIk-Lnv-F7YS_hSRihvctW3cQ,['Kindred'],"['Kindred', 'Ivern']"
WZryf3DNoC50A2oXz2CgDjCYSOY0avqcOO0pWePI-g1RQg,"['Zyra', 'Rakan']",['Zyra']
W_HzNMyLygDb6k2S95FjVECusol25sfE6_b3BmrAqnK0qJU,['Rell'],['Rell']
W_J6ID4wRTwVOzaDoQWsfcaMOuG_xxJIO-EHtUTTAhwAw68,"['Talon', 'Smolder', 'Hwei']","['Smolder', 'Briar', 'Hwei', 'Xayah', 'Aurora']"
W_ansiQDEY-ZYVj66PIgmkuvz29HfYToIgKrLsBkI3CnvjVxf6qYOLLoqA,"['Gnar', 'Ryze', 'Kennen', 'Camille', 'Jax', 'Renekton', 'Jayce']","['Jayce', 'Yone', 'Aatrox']"
WbBfMEhVkosrLTwEav_643804KHmLWFdrlbVsGZGl68bsao,"['Pantheon', 'Akshan']","['Akshan', 'Pantheon']"
WbJjJwMYK4AVeqpumkWc1peLd29ZRoPCQoaYvV3eIelWf6diZBk7j6oIOg,"['Maokai', 'Rell', 'Seraphine']","['Rell', 'Maokai', 'Alistar', 'Leona', 'Seraphine']"
WdmFPN_0OCTRCKO6n9gPzyj4WXIxhg4V4PxxLuXnLh-Emu4,"['Orianna', 'Yone']",['Yone']
WdmijfmYcwvrbTs_IRUcd7642m_qfqcdQR2JcntlwC_EMLE,"['Anivia', 'Seraphine']",['Anivia']
We2qfbgiuBWr12In2cnQ_0ImyTCAmO1ubRWgTEKZzn0vtu7i,"['Lucian', 'Shyvana', 'Graves', 'Jayce', 'Yone']","['Jayce', 'Graves']"
WgOSEUpa-xkge832iBIHEBIoY0LWwDrT0mWBVSbe1mhlsBQ,['Kennen'],['Kennen']
WicgZ42LOgU1gyymUqG9QY9hUsYECUevgizDiSP7AKiVUQY,"['Aurora', 'Rumble', 'Smolder', 'Volibear']","['Volibear', 'Smolder', 'Aurora', 'Rumble']"
WjTbp96tYNh-BLFeYMTLpkykjGpbuhwQERjy3rm4SH8Dtoo,"['Jinx', 'Aphelios', 'Ashe']","['Aphelios', 'Caitlyn', 'Ashe', 'Zeri']"
WjqT3KGZ2vCLXh800aGisIPRDYo_oC_MHjfPEIALaES_qd_O,"['Viego', 'Nidalee']","['Viego', 'Nidalee']"
Wk1N6fFOxWUIraP3nRKyJ_J2HawicYh8DOKe3UY3YsjaDwc,"['Alistar', 'Poppy', 'Rell', 'Thresh']","['Thresh', 'Poppy']"
WkZjzOFfIm3VOtXrfM4teGxEPsfcUWuyL3f0Dhs3COfyhzs,"['Janna', 'Karma', 'Gragas', 'Alistar', 'Bard', 'Leona', 'Nautilus']","['Janna', 'Nautilus', 'Rell']"
WkwYvpBIiA9e_XTWqkavq1SRHhHOl5qtfjuVItXkBZk7z7U,"['Darius', 'Camille', 'Nasus', 'Aatrox']","['Darius', 'Aatrox']"
Wmo4QPceidKAc_sJJ_3syHxFFMb3QfEq3AtGz9MEeJRP_tE,['Zed'],['Zed']
WnKDHbBpIPxcfn6BlR6z0ADyP4rgkqUGzQq0PkxYOkEEwXw,['Neeko'],"['Neeko', 'Aurora']"
WnSygEP_PydFhlC3Gnc1vRLwoGowzzygWbm2Q9x7qQ6miP8,"['Poppy', 'Lulu']","['Lulu', 'Rell']"
Wna13h3R9NRPntcmDQw4AldPlSK66Ts-rizCaWWslsZOIx4,"['Alistar', 'Blitzcrank', 'Zac']","['Zac', 'Rell', 'Thresh', 'Blitzcrank']"
WnxwhHD-7NftwyxR2P-7cfuPfBXoYIuB15_tiURLILlR2B0i,"['Yone', 'Akali']","['Yone', 'Akali', 'Yasuo']"
Wo-vRwiCdDD0P3eEbD1yLfeOcyLTtQCLzSVTOVUCmN6MUho,"['Fiora', 'Viego', 'Ekko', 'Nidalee']","['Ekko', 'Viego']"
WoqIme4-ArvzcUjJTkyihcaLo1wNKKG4-Po7lPySDSwB6XngjgJ8QTR-dw,"['Taliyah', 'Viego', 'Elise', 'Nidalee']","['Viego', 'Graves', 'Nidalee', 'Taliyah']"
WoynS5JF985KPvfbCX_BqUElsX_AMeUYDrGJj3C_d3ffDLE,"['Aphelios', 'Ezreal', 'Smolder']","['Ezreal', 'Jinx']"
Wpct2FPCZWmZP6eL7myZtavan5Oj2ZkaxuSbE3wy8fj2tDw,"['Karma', 'Nautilus', 'Senna']","['Senna', 'Karma', 'Nautilus']"
Wpp3EOwd0VFYeMyQOJUsP8geZPRYBUQm0wa6wOz9XRzXGsGE,"['Rell', 'Jhin', 'Ashe']",['Rell']
WrFsIxy5om7JuKDfbt6XbndN_6Kli9QZM6sGJFm_f8HsGqg,"['Hwei', 'Shaco']",['Shaco']
WrUz44PmZ8-SSdmyBL9Au3DuhOkbdQPPEDdXypqRt32nltoA7AA_XEpljA,"['Hwei', 'Orianna']","['Orianna', 'Corki']"
WthXqsDtba4IiK_GKWDwERG4Nqp79aE0omUnJ9t3r9cDhOM,"['Ashe', 'Jinx', 'Zeri']","['Jhin', 'Ashe', 'Zeri']"
Wtsct56g_2clhluoMtoFwMT0wUlWu1gqEAzCx7JUk2Xf4MxX,"['Volibear', 'Udyr']",['Udyr']
WuYJiNFaUwOc9_yvm54jWBtDVr_SQB8NeYwIl5o55wO2CnMVkrG2peltyA,['Nautilus'],"['Leona', 'Nautilus', 'Rell', 'Alistar']"
Wugtt3lTTvuIte_MA8EMmVOqxPv4Lvm5bgZahFYqmkTs_ss,"['Ekko', 'Graves', 'Diana']","['Ekko', 'Lillia', 'Diana', 'Viego']"
WvseTZpBkwspCqFBVLpWTtgaBe7kPJAqstkZvkfQbzOe6S4,"['Volibear', 'Viego']","['Volibear', 'Viego']"
Wx8mhRrrrfvZFaDR3kUKSY_dPfLgR6NAgPrA3hqQxqZEFZVOE8tL4yqriw,['Gangplank'],['Gangplank']
WxjrgmuNReiTEgnND9UscnKc17hTcNfoK6CjFiqktOT_Qaw,"['Jhin', 'Ryze']",['Lucian']
WxzJx2aqSFsvlkpMp2lB_feJSJWw3q1GyQvHZWOVA2SbtanySNAz8cXP7A,"['Nidalee', 'Lillia']","['Nidalee', 'Viego']"
WyUSWV6Dlacsoil-6pJBBqujErrYl93wzn4ES7y1YcrSbRs,['Elise'],['Elise']
WyqT1bIXAMiudah6DsjHtFuYp8XN3ogKzjUNOUod8Rf8CJU,"['Jinx', 'Ashe', 'Ezreal']","['Jhin', 'Ashe', 'Ezreal', 'Zeri', 'Jinx']"
WzGAYx4cMeT1cfCbfU4ProlpKZ-sj_1-b0Gbadg8Y3GsSj8,"['Ahri', 'Lissandra', 'Yone', 'Hwei', 'Vex']","['Zoe', 'Hwei']"
WzakV7ER8Cs8ueOm7Gd3GRmXWAwz2NXth8EO8HBHCK_oBzmS,"['Volibear', 'Sett']","['Volibear', 'Sett']"
X-40J4HqLd26msAQ5Z4wBasyL_fOCg2ShTzZIgJVDnym0f8,"['Blitzcrank', 'Jhin', 'Sylas']","['Sylas', 'Blitzcrank']"
X-7SyZGZnKHCFHhJiOeK1Lt7EwGTHY2YWNTS2v9ZIbasFq8,"['Jayce', 'Aatrox', 'Gwen', 'Gnar']","['Jax', 'Aatrox']"
X-G2Bnk8Gzfn94sP-Z6EhVksBVouohXBah0f1mThS8W6YqE,"['Ashe', 'Ezreal', 'Jhin', 'Jinx', 'Zeri']","['Ezreal', 'Zeri', 'Jhin', 'Ashe']"
X-hzRCL6MhqZ-Bqk4wN1vq3Ckh6zFHojr2-49vtnN4gsFNZrMEqgSx8Plg,"['Annie', 'Rell']","['Rell', 'Annie', 'Braum']"
X-qJkOrnIQGvuaZU7kg_qXB8uRueAMnEBzn7HsPURT-dMvs,"['Thresh', 'Zilean', 'Ornn', 'Kennen', 'Samira']","['Samira', 'Ornn']"
X00lfGjtz0uFHxua7LY3vBtqKWcgoMctNe3b-A7VRPVCR7gq0M3oOTaEDQ,['Rammus'],"['Sion', 'Rammus', 'Gragas']"
X0ZDwuZmBe7qUt3C9cWwQOoR2mEbrHfZqOfa8GpBdeyy7Q,"['Gwen', 'Zeri', 'Aatrox', 'Viego', 'Aurora']","['Aatrox', 'Aurora', 'Gwen']"
X4pXr17tgzgej4PYjrCpfKUP139VIBk3rjSDky9EDgvCE1HpQYR6DLJWww,"['Nidalee', 'Viego', 'Graves']","['Viego', 'Graves']"
X514-2ht_5BqF7bPmgbHJjN_bxwdFDCdio5ahk6z0iqX1pU,"['Senna', 'Thresh', 'Janna']",['Janna']
X5KwVuGdqb20v7Cj0f_syXcFbp5eODncxe-bgQdYAWbnDzg,"['Jayce', 'Camille', 'Aatrox', 'Jinx']","['Ashe', 'Jinx', 'Jhin', 'Camille']"
X6I7T2oj8lafbJU4T7OHbjyIENp4e5q2uIOPJX2bqP0gyJmxh87ZZtOt1w,"['Bard', 'Maokai', 'Poppy', 'Pyke']",['Poppy']
X73WcPEPnGw7wEB7FmiUF2M4JmW10eQ1ri8ChEtQQVVbfGDzkWjskvNrlQ,"['Leona', 'Alistar', 'Poppy']","['Poppy', 'Leona', 'Rell']"
X7SnxaxKf5LEdi-Idn3T0M_EobeV-n_z_qZciagYIojzyxFAiq28nW1M8w,"['Akali', 'Zac', 'Viego', 'Ekko', 'Graves', 'Nidalee']",['Viego']
X7bCksHm5juEv8DKqG64laMtwv0TerxsN6S4-n5tzj3ZooI,"['Ezreal', 'Xayah', 'Lucian', 'Jhin']","['Lucian', 'Jhin', 'Ezreal']"
X8s-CHe5_NH1e0Oby5hjoi1ev3rK3NI3xzB9p1nBkkwOLFpixQ_PQTgVHw,"['Jinx', 'Ashe', 'Jhin']","['Jhin', 'Ashe', 'Varus']"
X9yeornIStvY93jH4hQG0NwLi2y5WrLwlhZGYNd_ruY80uw,"['Rengar', 'Volibear']",['Sylas']
XA7LBoGnFb-c7g_ZhJiZDmuJOiPrIJVb5YtQCpt2v5j7288,['Akali'],['Akali']
XAXtbn9XKq-zXAAkWlJYcqqqJXe-B_LTPLYECdjZuZHi9dpF,"['Graves', 'Viego', 'Nidalee', 'Sejuani']","['Nidalee', 'Sejuani', 'Lillia']"
XAfzWePlROEsSimBr58QquVpZsfodSpcxdXPSBEfdgo3rZ3D6CkJcO1BTg,"['Renekton', 'Jax', 'Yone']","['Yone', 'Renekton', 'Gnar', 'Jax']"
XAoVOmyvbEa3WvJxIrc32ztFSdGcEMGvieYBqHs205XvUiE,['Smolder'],"['Yasuo', 'Yone', 'Smolder']"
XB8x1GX_VqqIHOmX0N1fHsi7h0WfaUiGsnEkolR3g2xHqg8,"['Ezreal', 'Zeri']","['Jhin', 'Zeri']"
XBFnHFucx4odVMoDcWGTQW8ONt0Ahszc7JMMNSofbIerHjU,"['Kalista', 'Ashe', 'Aphelios', 'Corki', 'Jhin']","['Jhin', 'Ezreal']"
XCnAUHyP6w9yIzMAA9PsPmVi_qomnIfKQ24qvO-yXqikxq1zEckZsQBI2g,"['Pantheon', 'Alistar', 'Thresh', 'Blitzcrank', 'Nautilus']","['Blitzcrank', 'Nautilus', 'Pantheon', 'Alistar']"
XEBWpToJJPYii67H-2Of3sPsRTXV4pDBC9lYteV_FP0LXdQ,"['Yone', 'Fiora', 'Jax', 'Gnar']","['Jax', 'Fiora', 'Riven', 'Gwen']"
XEuewofwZjXZw5xy1MDuQmK3-fzsIJ1_PlP8ZrMxAqBl5mk,"['Sylas', 'Yasuo']","['Sylas', 'Yasuo']"
XFolrgRArIK1jBrPXx9lbWww7R6FFCXhxSpkvfJKZBXkJ8w,['Zed'],"['Zed', 'Talon', 'Yone']"
XGa8zywf4_UYPhaKwkbiNLyUtsw7_Dr48EeUYuegpvSsaQ5h,"['Lillia', 'Elise']",['Elise']
XINivFxEUdnJ5d3ljBBD0KcITSq1hrN2E3BQSpwUPbFQ1DQ,"['Nidalee', 'Graves']","['Graves', 'Sejuani', 'Nidalee']"
XIqCOEcRE1kf7EnDL46dVXFZI_nO11Lgzqx9-tYcyM1qTSE,"['Pyke', 'Soraka', 'Braum']","['Lux', 'Braum', 'Soraka', 'Pyke']"
XJJpgNGei_jDD5Nz4n6syfEFQqnCZeNNnENZdPHhr41LkD4,"['Ashe', 'Jhin', 'Varus']","['Jhin', 'Ashe', 'Varus']"
XK02_9kuQCTymKadBbZjo4aRe19LaBKkpAgNv30g0Yy_yU0,"['Poppy', 'Rell', 'Rakan']","['Poppy', 'Rell', 'Rakan']"
XKC0nShML591a4XM4VXUbySkRpH-HlTSU-WpSH8FzK_WVZ4,"['Jinx', 'Ziggs', 'Shaco']",['Ziggs']
XKC3enBIo7bUb-JxgaLxo1VgggT8KcZ9GSbS-P55jrqj9rx4_t5Lj8KIIA,"['Galio', 'Orianna', 'Syndra', 'Hwei']","['Yone', 'Hwei', 'Orianna', 'Galio', 'Syndra']"
XKWSxi8_uIxj0ARVsRaV5SHywGqwX4OdYdNiwzNrGCuF66I,"['Warwick', 'Yone', 'Camille']",['Camille']
XK_EnaWq6PTqP9jT7x9Wp_RlZl6bWt83xJrSy5QK7UtmIcI,"['Nidalee', 'Gangplank']","['Nidalee', 'Gangplank']"
XKbuHXc3GmKrd-FcMx53rUz36GsVVuQfj12OJ2OIWbzTuXLqkvQsYGwX0A,"['Qiyana', 'Orianna', 'Yone']","['Qiyana', 'Orianna']"
XLniXrCDDnXN-e6N6skOgQJ_G2bDdF09FjRh2Yp9509tmvC-n0NNfiZW3A,"['Graves', 'Kindred']",['Graves']
XMQTFXWE5TK7TVnChr1vjiem4yK7RSmMYx8FMzeuaxbb616x5EFIGn5FVg,"['Yuumi', 'Leona']","['Leona', 'Alistar', 'Yuumi']"
XNA_thN1FcnOnN8jQ-2pS6WMFW9pq9-dkR3hm13KuTyEOzU36wKAM_n1lg,['Alistar'],"['Alistar', 'Nautilus']"
XNEYvJA72TksoIPMAE3rYSNIGrfVh2SCKbAyN9SVwh9yyICMpRIRhGleWw,['Darius'],['Darius']
XOXUTLeeGuXPDat5uGeJujeex3JusT5VHQMphcIDnqnybQfR,"['Akali', 'Galio', 'Qiyana', 'Yone']","['Qiyana', 'Akali', 'Yone', 'Zoe']"
XOYcRAjfM_IIGo39aJ4Kn24nMbIXrxA_Tg4Dgk4cp_pLSESZ2Ax-H393vA,"['Ezreal', 'Ashe', 'Jhin', 'Kalista']","['Ezreal', 'Jhin', 'Ashe']"
XPDZ1saNNRSeWMeQ-s3rWyN_MkYmI1SzAASibJzlkBQba4o,"['Elise', 'Ezreal', 'Jhin']",['Ezreal']
XR8wWTXIRDODiJuitYL9R5hvand2a1MYqR468lEXRto4rlleJoxQcBc6CQ,['Nidalee'],['Nidalee']
XRa-oMJ2z_WtNwrHUzfKeF2EvsTQxdztEN0wcR6sYfMMS7M,"['Riven', 'Gwen', 'Renekton']","['Riven', 'Renekton']"
XSvltj64ggvBjE8S7K4kd0l06EctbGQETo4dU2eu7fCiEZwIoWeCRHZwZQ,['Talon'],"['Pantheon', 'Talon']"
XTF2u8ZzM-CRvxR5AG6sedRGfe0AMQAmwBvS4eS88OFBV9U,"['Sylas', 'Orianna']","['Orianna', 'Ahri', 'Hwei']"
XU4bKveIcwg-ejZAqmnaAL9OzJOgXojEklSS1RgRmUZJ_Cs,"['Blitzcrank', 'Soraka', 'Zilean']","['Soraka', 'Zilean']"
XV0XbdyAcCdtnsJ5WeUCXgG-GRGbANFb08HlB7y8Quhd_BBM,"['Zoe', 'Katarina']","['Katarina', 'Qiyana', 'Zoe']"
XVNPNgZsjkgqaSu4j6bgkaMaC6_dgRRLuyLpmbEBd74A5svVvKxolSVr9A,"['Rakan', 'Nautilus', 'Alistar', 'Rell']","['Rell', 'Leona']"
XWfjPilapwx5aLQnPS_46CGWxKIybf5OueWH6yqXd97rJxJ6,['Viego'],"['Viego', 'Nidalee']"
XWyE_lJ62UWh3a3g08jV29-ilFD1h4UfxwIhNmVDqccVfQ,"['Pantheon', 'Leona', 'Pyke', 'Senna']","['Rell', 'Leona']"
XXNu9HA1GUiPAljK8VquCj_D_E5Nhrbw5O63K6p453OCoTk,"['Rakan', 'Nautilus', 'Rell']","['Rell', 'Nautilus', 'Rakan', 'Alistar']"
XXR41nn81AYOd5aGO7gqcFF6WDQ3RgmNGGisgPAB9dsiIqw,"['Ryze', 'Aatrox', 'Taliyah', 'Udyr']",['Taliyah']
XY84U3CsLCUfaOYiKjnIKeSCWgk8ikUUoIOG5TdOtjxziBorjaX6XtveEQ,"['Yone', 'Kennen']",['Kennen']
XYcSWxOFn2bVPwj8-w5nfTwLzofYztXqT7c39IuzXrPGBb0,"['Aatrox', 'Sett']","['Aatrox', 'Sett']"
XZmIUeQhwcH0xroZzxLEKkhVs9PzMf3KdZydqBLhY652wG_RINZExkaJAw,"['Jhin', 'Nautilus']","['Rell', 'Jhin']"
XadYXYbomTR1enzdqwa2T6TZauCvrsI8aqs_Pn5zk-dNqK6vl-jz-Q2etw,"['Karthus', 'Nidalee', 'Taliyah']","['Nidalee', 'Karthus', 'Graves', 'Taliyah']"
XbuA_4TOgil1xw1Co7SFClyQW9PsxQbUJ4j5gxrUH2JrMQ,"['Sylas', 'Jhin', 'Brand']","['Hwei', 'Brand']"
Xc5Lpwyu8SZj7GrmaedxFizvbhosAsKGowHPAm35c8YtCg,"['Galio', 'Lissandra', 'Hwei', 'Vex', 'Viego', 'Naafiri']","['Vex', 'Hwei', 'Lissandra']"
XdezWWL41dJyi0Fg0aIcOL32GWDEK0Y_HlIa2d8yHkttXQw8st22bcAwjQ,"['Jinx', 'Zeri']","['Jinx', 'Jhin', 'Zeri']"
XgTTLy2QAgNRF_NazOUvrpamZKxdGDP-uCrqaJuROlzvVZT6,"['Pyke', 'Yone']","['Pyke', 'Yone']"
XhDvlnqKuGC6KdNz13unoeQDwMlOxTlpeKyqnoihJXM77tpoijUcPs6lLQ,"['Aphelios', 'Ashe', 'Jhin']",['Jhin']
XhU75tR9hTxD7BWxA4wnRsHAeUBRAvypKc8RRVwreoHr2dVR7SZxTbcdRg,"['Graves', 'Zyra', 'Yone', 'Viego']","['Viego', 'Zyra']"
Xi2rMB47I8O4MO6Zh6VNAMofSM3eucsFlH4gJJCh0El2gBjTa3liXUMSDg,"['Sylas', 'Ryze', 'Orianna']","['Sylas', 'Yone', 'Orianna']"
XiKM-B12BwyD1hro7PejHV4xVehwGPfeXBZzdWYCZa8xbshjZEas58iDpw,"['Gnar', 'Hwei', 'Taliyah', 'Ornn', 'Jax', 'Renekton']","['Ornn', 'Taliyah', 'Renekton']"
XiyvZZg30Og72K2GyLlVoS1avM9i32kanVgT0pz2cqoEGXU,"['Thresh', 'Jinx', 'Jhin']","['Jinx', 'Jhin']"
XjhcsijRZfSJBveqh9HjBlKs4cHqz41zCYCITc8QAVfn_pc,"['Malphite', 'Sion', 'Aatrox', 'Skarner']",['Aatrox']
XkKENnFNPzTDVG6Sk-2pLze0iNNUXEQ9cfxoUDZeicTvgvE,"['Sylas', 'Aurora', 'Jayce', 'Orianna']",['Akali']
XkV-3vtXPiTbhvuGssGYlPO3WVll_YJL_Rlb5W5mIAqnog,"['Camille', 'Gnar', 'Nasus']","['Camille', 'Nasus', 'Gnar']"
XmMkZeEjyytEYCJAliVEuy_r0QkCShFiVjdFcOepRs2ZuMRgZ2_gl5-3bA,"['Neeko', 'Leona', 'Zac', 'Pyke']","['Leona', 'Rell', 'Seraphine']"
XnvX2Whi9eHaDt-QQ_HZ2t1jucamh93lMRPSVvrRV1Ca5w,"['Jinx', 'Kalista', 'Jhin', 'Ziggs']","['Kalista', 'Jhin', 'Jinx']"
XoYGvdZ4E_GF1dCpkFM_KoaCxW8WODmJgU6gWMSS8oz7_nY,"['Seraphine', 'Lulu', 'Yuumi']","['Lulu', 'Seraphine', 'Yuumi']"
XpABxWkQQxb6_IFGKI6eWfNlkijW-dGctCYaRpiZbFgQqqMij9bilnclTA,"['Hwei', 'Neeko']","['Neeko', 'Hwei']"
XpLaT2WC2hgybD0e8hYN-uT5w4c2qiP3-URTZlVo44WmnuA,"['Yone', 'Aatrox', 'Renekton', 'Camille']","['Camille', 'Yone', 'Aatrox']"
Xpbr5kvq-lStFD-7AQ2MLUe1AOWq_Z4HbhVQB_5HzVn9MQ,"['Gwen', 'Rumble', 'Fiora']","['Fiora', 'Rumble']"
XpsFKxGvIsmZrPkwsHNj3Z4-u0Aunqs9DBOP-ATBYa8AVoO-,"['Lillia', 'Sejuani', 'Skarner', 'Vi', 'Viego', 'Zyra']","['Viego', 'Lillia']"
Xq8XJBEsnun7YKBokR7NFL2XzyffbeDyUH6HvLf5lrYIZRVBpkFGMsxQdQ,"['Seraphine', 'Rakan', 'Alistar', 'Jhin', 'Nautilus']","['Rell', 'Nautilus', 'Alistar', 'Leona']"
Xq_Uk1AjNJluwoGjw1npT03FbwROKPfervXeJgsSD4Nvzi4,"['Irelia', 'Gangplank']",['Gangplank']
XrZeBaG-FAueXdl9RRH7YUVunXS6Au5oEMx10FtBdwcweTo,"['Udyr', 'Nidalee', 'Renekton', 'Camille', 'Jayce']","['Udyr', 'Nidalee']"
Xrnat576wfgtDBpFrkI1u1nCzxwlLwl4wKZtRADsLkD1ANA,"['Blitzcrank', 'Poppy', 'Thresh', 'Pyke']","['Thresh', 'Pyke', 'Poppy']"
XrwUBpnNhqxsuFFZeyUGU0Snr0LllfIgjiEUIvLcuCE3TQ,"['Skarner', 'Leona', 'Rell']","['Rell', 'Skarner']"
Xs7yLkkcaxKyT0-E6p8LAIHpa3fUWxZHtyULiElAKRCW-zFJRH4yuhRKGw,['Kennen'],"['Kennen', 'Skarner']"
XsoD3CuSz8kNeWT6z3_OejPCZtqnw3OYmY9-1ezaS-fNocE2ijJQZfh67Q,"['Viego', 'Akali']",['Viego']
XtuVQRFf1PzG-cxlfbe1wY_UrIgj4K38qIhrsqU-6XTtj2bqQ0IeCGScCw,"['Syndra', 'Vex', 'Diana']","['Syndra', 'Diana', 'Vex']"
Xucj5mAxh5Ibxise2r030327qxY_RwZmlH6UM0daKKuCzOAePYXdXpqIEg,"['Vex', 'Syndra', 'Yone']","['Yone', 'Galio']"
XupBSlyNVY3auQjawcJF0xIozeIKDvAnv7iC4I0XdGm_uVjhKQ776-E17Q,"['Taliyah', 'Viego', 'Jhin', 'Graves', 'Elise']","['Viego', 'Graves']"
XvMDQlsFFcO2O6FYaPALVhSTq4ocnXqYEsAvB1KE4icezvk,"['Nidalee', 'Skarner']","['Skarner', 'Viego']"
XvYdQg-3cgmzqL39iEN0g-WOu-A7vHi7RrUhSFumrWYvqLA,"['Nasus', 'Camille']","['Camille', 'Nasus']"
Xwz6JXNGCaPmzm0Gh7JbwMoRmiv87HUkx4ghgMq_3qcB0A,"['Hwei', 'Syndra']","['Hwei', 'Syndra']"
XxrL_ICHeu_4iLhu7qPjJpzBbpuPLHXF2LLulSj2RtZke_4,"['Ashe', 'Varus']","['Varus', 'Ashe']"
Xy2r8OQp1dsttSQPAqvMk6yC-uvqQsrTlhs3YsaM68DkkgTG,"['Ziggs', 'Ashe', 'Smolder']","['Jhin', 'Ashe', 'Smolder']"
Xy5jQ7gk7zD0FCWR9UlRspnMr1k2MeXElOwGUUxdRKnGzH389132LMbmbA,"['Tristana', 'Ashe', 'Smolder']","['Varus', 'Tristana']"
XzHEx7qegvUaWk-4gLG65HoOtQvp7-Aa1_xGThBMAdmP7_k,['Ezreal'],"['Ashe', 'Jhin', 'Ezreal']"
XzcFikGwE1lPhJ-t-TjGOdv4k1wn7DvyUhZ9lFeiWbjJEQ,"['Bard', 'Veigar', 'Zed', 'Azir']","['Azir', 'Veigar']"
XznVy9p10OOcv8t14yNFeMFkxibRKV2suFBTCCZApfQvt-Q,"['Jhin', 'Ashe']","['Jhin', 'Ashe', 'Ezreal']"
Y0GSV3OuRlyZ3yxxlnULfn2ACkz-L3zys9SSv2-0J9a-7sE,"['Ezreal', 'Ashe', 'Nidalee']","['Jhin', 'Ashe', 'Nidalee']"
Y0YajVDDusb0cALw02_x8Mx7pMUVUVAiSVWCTa_CqqJJGhrSx_5ZAD6f8g,"['Sejuani', 'Viego', 'Graves', 'Hecarim', 'Elise', 'Nidalee']","['Viego', 'Graves', 'Hecarim', 'Lillia']"
